dataset	popname	contin	complex	latit	longit	coord	locus	allele_v2	allele_v3	allele.freq	allele.count	gametes
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQA1	0301	03:01	0.11224	22	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQA1	0401	04:01	0.0051	1	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQA1	0501	05:01	0.20918	41	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0201	02:01	0.30102	59	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0301	03:01	0.13776	27	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0302	03:02	0.05612	11	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0303	03:03	0.0102	2	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0402	04:02	0.02551	5	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0501	05:01	0.15816	31	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0503	05:03	0.0102	2	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0602	06:02	0.07653	15	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0603	06:03	0.05102	10	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0604	06:04	0.10714	21	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQB1	0605	06:05	0.06633	13	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	A	0201	02:01	0.02551	5	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	A	0206	02:06	0.01531	3	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	A	1101	11:01	0.02551	5	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	A	1102	11:02	0.08673	17	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	A	2402	24:02	0.62755	123	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	A	3401	34:01	0.21939	43	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	B	1525	15:25	0.02551	5	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	B	2704	27:04	0.0102	2	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	B	3901	39:01	0.10204	20	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	B	4001	40:01	0.32653	64	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	B	4002	40:02	0.05102	10	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	B	4801	48:01	0.2602	51	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	B	5502	55:02	0.02041	4	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	B	5601	56:01	0.20408	40	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	0102	01:02	0.21939	43	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	0303	03:03	0.04082	8	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	0304	03:04	0.12245	24	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	0401	04:01	0.20918	41	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	0403	04:03	0.02551	5	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	0702	07:02	0.10714	21	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	0801	08:01	0.2602	51	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	1202	12:02	0.0102	2	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	C	1502	15:02	0.0051	1	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	0404	04:04	0.38776	76	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	0405	04:05	0.16837	33	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	0803	08:03	0.0102	2	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	0901	09:01	0.03571	7	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	1101	11:01	0.06633	13	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	1401	14:01	0.10714	21	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	1501	15:01	0.0051	1	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	1502	15:02	0.19388	38	196
ihwg	Ami_97	SEA	1	25.067N	121.65E	25.067N 121.65E	DRB1	1602	16:02	0.02551	5	196
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	0101	01:01	0.04	8	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	0201	02:01	0.155	31	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	0202	02:02	0.02	4	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	0205	02:05	0.04	8	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	0211	02:11	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	0301	03:01	0.06	12	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	0302	03:02	0.025	5	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	1101	11:01	0.11	22	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	2301	23:01	0.055	11	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	2402	24:02	0.08	16	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	2403	24:03	0.06	12	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	2404	24:04	0.01	2	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	2405	24:05	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	2601	26:01	0.055	11	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	2901	29:01	0.045	9	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	2902	29:02	0.02	4	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	3001	30:01	0.03	6	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	3004	30:04	0.045	9	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	3101	31:01	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	3108	31:08	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	3201	32:01	0.04	8	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	3202	32:02	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	3303	33:03	0.01	2	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	3402	34:02	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	6801	68:01	0.03	6	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	A	6901	69:01	0.03	6	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	0702	07:02	0.065	13	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	0705	07:05	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	0801	08:01	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	1302	13:02	0.03	6	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	1402	14:02	0.02	4	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	1801	18:01	0.085	17	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	2707	27:07	0.025	5	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	2714	27:14	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	3501	35:01	0.045	9	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	3502	35:02	0.03	6	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	3503	35:03	0.05	10	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	3508	35:08	0.03	6	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	3520	35:20	0.035	7	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	3801	38:01	0.025	5	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	3910	39:10	0.01	2	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4001	40:01	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4002	40:02	0.05	10	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4011	40:11	0.01	2	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4101	41:01	0.055	11	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4201	42:01	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4402	44:02	0.05	10	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4403	44:03	0.02	4	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4501	45:01	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	4901	49:01	0.025	5	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5001	50:01	0.085	17	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5101	51:01	0.06	12	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5104	51:04	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5107	51:07	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5108	51:08	0.02	4	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5201	52:01	0.01	2	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5301	53:01	0.025	5	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5302	53:02	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5501	55:01	0.03	6	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5701	57:01	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5703	57:03	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	5801	58:01	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	7301	73:01	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	7802	78:02	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	B	7803	78:03	0.01	2	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0102	01:02	0.01	2	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0202	02:02	0.065	13	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0304	03:04	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0401	04:01	0.225	45	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0407	04:07	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0501	05:01	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0602	06:02	0.13	26	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0604	06:04	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0701	07:01	0.09	18	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0702	07:02	0.04	8	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0705	07:05	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	0802	08:02	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1202	12:02	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1203	12:03	0.075	15	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1204	12:04	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1402	14:02	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1403	14:03	0.005	1	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1502	15:02	0.07	14	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1505	15:05	0.05	10	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1601	16:01	0.02	4	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1602	16:02	0.015	3	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1604	16:04	0.065	13	200
ihwg	Arab_Druze	SWA	3	33.83N	35.83E	33.83N 35.83E	C	1701	17:01	0.055	11	200
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	A	0201	02:01	0.06604	14	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	A	0203	02:03	0.00472	1	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	A	0206	02:06	0.09434	20	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	A	0207	02:07	0.00472	1	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	A	1101	11:01	0.08019	17	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	A	1102	11:02	0.05189	11	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	A	2402	24:02	0.61792	131	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	A	2601	26:01	0.08019	17	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	1525	15:25	0.0283	6	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	2704	27:04	0.08019	17	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	3901	39:01	0.19811	42	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	4001	40:01	0.34906	74	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	4002	40:02	0.01887	4	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	4006	40:06	0.01415	3	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	4601	46:01	0.00472	1	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	4801	48:01	0.16981	36	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	5502	55:02	0.11792	25	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	B	5601	56:01	0.01887	4	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	C	0102	01:02	0.06132	13	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	C	0303	03:03	0.08491	18	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	C	0304	03:04	0.19811	42	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	C	0401	04:01	0.07075	15	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	C	0403	04:03	0.03302	7	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	C	0702	07:02	0.28774	61	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	C	0801	08:01	0.18396	39	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	C	1202	12:02	0.08019	17	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	0403	04:03	0.08019	17	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	0405	04:05	0.01415	3	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	0803	08:03	0.1934	41	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	0901	09:01	0.11792	25	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	1101	11:01	0.13208	28	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	1201	12:01	0.01887	4	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	1202	12:02	0.08019	17	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	1401	14:01	0.24057	51	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	1405	14:05	0.04245	9	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	1501	15:01	0.04245	9	212
ihwg	Atayal	SEA	1	24.867N	121.55E	24.867N 121.55E	DRB1	1602	16:02	0.03774	8	212
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	0301	03:01	0.11364	5	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	0302	03:02	0.11364	5	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	0405	04:05	0.02273	1	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	0701	07:01	0.09091	4	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	0803	08:03	0.02273	1	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1001	10:01	0.02273	1	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1101	11:01	0.22727	10	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1102	11:02	0.06818	3	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1201	12:01	0.02273	1	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1301	13:01	0.06818	3	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1302	13:02	0.13636	6	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1303	13:03	0.02273	1	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1408	14:08	0.02273	1	44
ihwg	Baganda	SSA	2	0N	32.5E	0N 32.5E	DRB1	1501	15:01	0.04545	2	44
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	A	0101	01:01	0.01136	1	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	A	0201	02:01	0.21591	19	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	A	0217	02:17	0.07955	7	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	A	0222	02:22	0.09091	8	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	A	2402	24:02	0.60227	53	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	1501	15:01	0.11364	10	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	3501	35:01	0.01136	1	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	3508	35:08	0.01136	1	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	3543	35:43	0.15909	14	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	3906	39:06	0.23864	21	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	4002	40:02	0.39773	35	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	5101	51:01	0.01136	1	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	5104	51:04	0.01136	1	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	5106	51:06	0.01136	1	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	B	5201	52:01	0.03409	3	88
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	C	0102	01:02	0.21212	14	66
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	C	0304	03:04	0.40909	27	66
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	C	0401	04:01	0.01515	1	66
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	C	0702	07:02	0.30303	20	66
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	C	1502	15:02	0.04545	3	66
ihwg	Bari	SAM	1	9.833	-72.833	9.833 -72.833	C	1507	15:07	0.01515	1	66
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQA1	0101	01:01	0.18788	62	330
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQA1	0102	01:02	0.09697	32	330
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQA1	0103	01:03	0.04545	15	330
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQA1	0201	02:01	0.10303	34	330
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQA1	0301	03:01	0.18788	62	330
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQA1	0401	04:01	0.00606	2	330
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQA1	0501	05:01	0.3697	122	330
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQA1	0601	06:01	0.00303	1	330
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0201	02:01	0.43038	136	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0301	03:01	0.05063	16	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0302	03:02	0.16456	52	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0303	03:03	0.03481	11	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0402	04:02	0.00316	1	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0501	05:01	0.17722	56	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0502	05:02	0.00633	2	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0503	05:03	0.00316	1	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0601	06:01	0.00316	1	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0602	06:02	0.07278	23	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0603	06:03	0.03481	11	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0604	06:04	0.00949	3	316
ihwg	Basque	EUR	2	43N	2W	43N 2W	DQB1	0607	06:07	0.00949	3	316
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0201	02:01	0.16837	33	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0301	03:01	0.18878	37	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0302	03:02	0.07653	15	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0304	03:04	0.01531	3	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0402	04:02	0.06122	12	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0501	05:01	0.07143	14	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0502	05:02	0.07143	14	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0503	05:03	0.04592	9	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0601	06:01	0.08163	16	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0602	06:02	0.07653	15	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0603	06:03	0.02551	5	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0604	06:04	0.04082	8	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0605	06:05	0.02551	5	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0606	06:06	0.0051	1	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0607	06:07	0.0102	2	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DQB1	0608	06:08	0.03571	7	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0102	01:02	0.0051	1	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0301	03:01	0.07653	15	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0302	03:02	0.02041	4	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0401	04:01	0.0051	1	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0402	04:02	0.02551	5	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0403	04:03	0.03061	6	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0404	04:04	0.0102	2	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0405	04:05	0.03061	6	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0406	04:06	0.0102	2	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0407	04:07	0.0102	2	196
ihwg	Bedouin	NAF	2	31.22N	27.15E	31.22N 27.15E	DRB1	0410	04:10	0.0051	1	196
