dataset	popname	contin	complex	latit	longit	coord	locus	allele_v2	allele_v3	allele.freq	allele.count	gametes
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1401	14:01	0.04178	31	742
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1403	14:03	0.01482	11	742
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1405	14:05	0.01078	8	742
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1406	14:06	0.01752	13	742
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1407	14:07	0.0027	2	741
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1412	14:12	0.00135	1	741
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1501	15:01	0.08491	63	742
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1502	15:02	0.09973	74	742
lit	Japanese_2000b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1602	16:02	0.00943	7	742
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0301	03:01	0.11864	14	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0302	03:02	0.09322	11	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0303	03:03	0.11864	14	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0401	04:01	0.09322	11	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0402	04:02	0.05932	7	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0501	05:01	0.09322	11	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0502	05:02	0.02542	3	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0503	05:03	0.05085	6	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0601	06:01	0.20339	24	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0602	06:02	0.04237	5	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0603	06:03	0.00847	1	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DQB1	0604	06:04	0.09322	11	118
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0101	01:01	0.05645	7	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0401	04:01	0.00806	1	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0403	04:03	0.04839	6	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0405	04:05	0.12903	16	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0406	04:06	0.03226	4	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0408	04:08	0.00806	1	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0410	04:10	0.00806	1	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0802	08:02	0.01613	2	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0803	08:03	0.07258	9	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0901	09:01	0.1129	14	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1001	10:01	0.02419	3	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1101	11:01	0.01613	2	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1102	11:02	0.01613	2	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1201	12:01	0.05645	7	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1202	12:02	0.01613	2	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1301	13:01	0.01613	2	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1302	13:02	0.08871	11	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1401	14:01	0.04839	6	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1403	14:03	0.02419	3	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1405	14:05	0.02419	3	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1501	15:01	0.05645	7	124
lit	Japanese_2002	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1502	15:02	0.12097	15	124
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0102	01:02	0.2	66	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0303	03:03	0.13636	45	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0304	03:04	0.1303	43	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0401	04:01	0.03636	12	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0602	06:02	0.00606	2	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0702	07:02	0.10303	34	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0704	07:04	0.00303	1	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0801	08:01	0.07879	26	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	0803	08:03	0.00606	2	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	1202	12:02	0.12121	40	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	1402	14:02	0.1	33	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	1403	14:03	0.0697	23	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	C	1502	15:02	0.00909	3	330
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0101	01:01	0.04893	16	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0401	04:01	0.00306	1	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0403	04:03	0.01835	6	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0405	04:05	0.15596	51	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0406	04:06	0.02446	8	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0407	04:07	0.00306	1	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0410	04:10	0.01529	5	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0701	07:01	0.00306	1	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0802	08:02	0.05199	17	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0803	08:03	0.07645	25	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	0901	09:01	0.15596	51	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1101	11:01	0.02752	9	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1201	12:01	0.0367	12	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1202	12:02	0.02752	9	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1301	13:01	0.00917	3	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1302	13:02	0.05505	18	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1401	14:01	0.04587	15	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1403	14:03	0.01223	4	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1405	14:05	0.02141	7	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1406	14:06	0.01223	4	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1501	15:01	0.07645	25	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1502	15:02	0.11315	37	327
lit	Japanese_2002b	NEA	3	36.00N	138.00E	36.00N 138.00E	DRB1	1602	16:02	0.00612	2	327
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0101	01:01	0.00246	5	2033
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0201	02:01	0.1164	237	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0203	02:03	0.00098	2	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0206	02:06	0.08743	178	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0207	02:07	0.03389	69	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0210	02:10	0.00442	9	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0218	02:18	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0301	03:01	0.00246	5	2033
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	0302	03:02	0.00098	2	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	1101	11:01	0.10216	208	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	1102	11:02	0.00246	5	2033
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	2402	24:02	0.36198	737	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	2404	24:04	0.00147	3	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	2420	24:20	0.00835	17	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	2601	26:01	0.07662	156	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	2602	26:02	0.02308	47	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	2603	26:03	0.01473	30	2037
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	2605	26:05	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	3001	30:01	0.00098	2	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	3101	31:01	0.09136	186	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	A	3303	33:03	0.0668	136	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	0702	07:02	0.05697	116	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1301	13:01	0.01277	26	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1302	13:02	0.00246	5	2033
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1501	15:01	0.07515	153	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1502	15:02	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1505	15:05	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1507	15:07	0.00442	9	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1511	15:11	0.00835	17	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1518	15:18	0.01719	35	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1527	15:27	0.00295	6	2034
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	1528	15:28	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	2704	27:04	0.00196	4	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	2705	27:05	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	3501	35:01	0.0776	158	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	3551	35:51	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	3701	37:01	0.00442	9	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	3802	38:02	0.00246	5	2033
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	3901	39:01	0.03438	70	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	3902	39:02	0.00393	8	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	3904	39:04	0.00196	4	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	3923	39:23	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	4001	40:01	0.05403	110	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	4002	40:02	0.08251	168	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	4003	40:03	0.00246	5	2033
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	4006	40:06	0.05255	107	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	4402	44:02	0.00344	7	2035
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	4403	44:03	0.06238	127	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	4601	46:01	0.04961	101	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	4801	48:01	0.02652	54	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5101	51:01	0.0835	170	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5102	51:02	0.00295	6	2034
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5201	52:01	0.10904	222	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5401	54:01	0.08792	179	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5502	55:02	0.01916	39	2035
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5504	55:04	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5601	56:01	0.01473	30	2037
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5603	56:03	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5801	58:01	0.00491	10	2037
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	5901	59:01	0.01965	40	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	B	6701	67:01	0.01375	28	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0102	01:02	0.18173	370	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0103	01:03	0.00393	8	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0302	03:02	0.00589	12	2037
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0303	03:03	0.13016	265	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0304	03:04	0.12967	264	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0401	04:01	0.04322	88	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0501	05:01	0.00295	6	2034
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0602	06:02	0.00688	14	2035
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0702	07:02	0.12672	258	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0704	07:04	0.0113	23	2035
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0801	08:01	0.08153	166	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	0803	08:03	0.01179	24	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	1202	12:02	0.11002	224	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	1203	12:03	0.00147	3	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	1402	14:02	0.06532	133	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	1403	14:03	0.06189	126	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	C	1502	15:02	0.02554	52	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0101	01:01	0.05599	114	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0301	03:01	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0401	04:01	0.01277	26	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0403	04:03	0.02996	61	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0404	04:04	0.00344	7	2035
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0405	04:05	0.14047	286	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0406	04:06	0.03487	71	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0407	04:07	0.00491	10	2037
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0410	04:10	0.01817	37	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0701	07:01	0.00196	4	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0802	08:02	0.04912	100	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0803	08:03	0.0943	192	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0809	08:09	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	0901	09:01	0.14882	303	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1001	10:01	0.00393	8	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1101	11:01	0.028	57	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1201	12:01	0.03585	73	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1202	12:02	0.01719	35	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1301	13:01	0.00442	9	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1302	13:02	0.06434	131	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1307	13:07	0.00098	2	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1312	13:12	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1401	14:01	0.03831	78	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1402	14:02	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1403	14:03	0.01277	26	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1405	14:05	0.02161	44	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1406	14:06	0.01277	26	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1407	14:07	0.00098	2	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1412	14:12	0.00049	1	2041
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1501	15:01	0.05747	117	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1502	15:02	0.09872	201	2036
lit	Japanese_2005	NEA	3	36.35N	138.34E	36.35N 138.34E	DRB1	1602	16:02	0.0054	11	2037
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	0101	01:01	0.02542	3	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	0201	02:01	0.02542	3	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	0202	02:02	0.07627	9	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	0301	03:01	0.05085	6	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	0401	04:01	0.21186	25	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	0402	04:02	0.04237	5	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	0501	05:01	0.16102	19	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	1901	19:01	0.00847	1	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	0901	09:01	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	1301	13:01	0.19492	23	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	1401	14:01	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	1501	15:01	0.00847	1	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	1701	17:01	0.00847	1	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	2601	26:01	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	2801	28:01	0.11017	13	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DPB1	3101	31:01	0.02542	3	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	0101	01:01	0.00847	1	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	0301	03:01	0.02542	3	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	0403	04:03	0.00847	1	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	0405	04:05	0.02542	3	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	0406	04:06	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	0701	07:01	0.08475	10	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	0803	08:03	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	0901	09:01	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	1001	10:01	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	1101	11:01	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	1106	11:06	0.00847	1	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	1202	12:02	0.5339	63	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	13	13	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	1404	14:04	0.0339	4	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	1501	15:01	0.01695	2	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	1502	15:02	0.13559	16	118
lit	Javanese_1999	OCE	2	006.17S	106.80E	006.17S 106.80E	DRB1	1602	16:02	0.01695	2	118
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0201	02:01	0.16822	18	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0301	03:01	0.28037	30	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0303	03:03	0.01869	2	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0402	04:02	0.03738	4	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0501	05:01	0.23364	25	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0502	05:02	0.09346	10	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0602	06:02	0.03738	4	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0603	06:03	0.08411	9	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0604	06:04	0.00935	1	107
lit	Jerba_2006	NAF	2	34N	11E	34N 11E	DQB1	0607	06:07	0.03738	4	107
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	0101	01:01	0.0073	2	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	0201	02:01	0.10219	28	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	0202	02:02	0.0365	10	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	0301	03:01	0.06569	18	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	0401	04:01	0.10949	30	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	0402	04:02	0.01095	3	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	0501	05:01	0.36861	101	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	0801	08:01	0.00365	1	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	1901	19:01	0.0219	6	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	1301	13:01	0.15693	43	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	1401	14:01	0.04745	13	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	1402	111:01	0.00365	1	274
lit	JingChinese_2003	SEA	2	24N	109E	24N 109E	DPB1	2101	21:01	0.0438	12	274
